Respondent_ID,Employment_Status,Highest_Education_Level,Age_Group,Current_City_Residence,Monthly_Household_Income_Range_XAF,Household_Size_Supported,Bulk_Food_Purchase_Frequency,Percentage_Income_To_Food,Reduced_Food_Quality_Quantity,Monthly_Food_Spend_XAF,Estimated_Food_Bill_Increase_Percent,Most_Dramatic_Increased_Food_Item,Monthly_Transport_Spend_XAF,Fuel_Prices_Increased_Transport_Cost,Primary_Transportation_Mode,Paid_Transport_Trips_Per_Week,Estimated_5Yr_Transport_Fare_Increase_Percent,Times_Moved_Due_To_Rent,Frequent_Power_Cuts_Extra_Spend,Percentage_Income_To_Rent,Monthly_Rent_XAF,Monthly_Utilities_Combined_XAF,Rent_Increased_Last_2_Years,Skipped_Medical_Treatment_Cost,Schooling_Cost_Increased_3Yrs,Has_Health_Insurance,Average_Monthly_Healthcare_Spend_XAF,School_Fees_Per_Child_Per_Term_XAF,Highest_Burden_Expenditure_Category,Expect_Cost_Of_Living_Increase_5Yrs,Taken_Coping_Measures,Primary_Contributor_To_Cost_Of_Living,Year_Noticeable_Impact
RESP_0086,Employed part-time,Primary School,35-44,Buea,"Under 50,000 XAF",5,Always,41% - 60%,Yes,13223,108,Cooking Oil,4446,Yes,Shared Taxi,12,15,1,Yes,35%,14100,26115,No,No,Yes,Yes,18796,50000,Transportation,Yes,No,Global market crisis / Import costs,2023
RESP_0087,Employed part-time,Primary School,35-44,Bamenda,"Above 1,000,000 XAF",2,Never,Under 20%,Yes,348208,36,Bread,109293,Yes,Bus / Coaster,12,43,2,Yes,36%,270061,32598,No,Yes,No,Yes,46034,0,Transportation,Yes,No,Government taxes,2020
RESP_0088,Student,Master's Degree,35-44,Douala,"250,001 - 500,000 XAF",7,Rarely,20% - 40%,No,190197,69,Meat/Fish,54678,Yes,Moto-taxi,10,87,1,No,29%,101908,5220,Yes,Yes,Yes,No,32699,0,Healthcare,Yes,No,Climate change / Poor harvests,2022
RESP_0089,Employed full-time,Master's Degree,45-54,Garoua,"Above 1,000,000 XAF",3,Never,20% - 40%,Yes,419674,140,Cooking Oil,131356,No,Moto-taxi,12,32,3+,Yes,31%,233349,20446,No,Yes,Yes,No,16963,350000,Healthcare,Yes,Yes,Government taxes,2020
RESP_0090,Employed part-time,PhD / Doctorate,35-44,Garoua,"Above 1,000,000 XAF",2,Sometimes,Above 60%,No,285292,22,Rice,184453,Yes,Shared Taxi,4,57,2,Yes,39%,294229,21683,No,Yes,Yes,No,5786,50000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2020
RESP_0091,Student,PhD / Doctorate,25-34,Yaoundé,"500,001 - 1,000,000 XAF",3,Always,41% - 60%,Yes,356678,131,Rice,156139,Yes,Moto-taxi,9,92,1,Yes,40%,305586,21681,No,Yes,Yes,No,28155,0,Transportation,No,Yes,Local currency depreciation,2024
RESP_0092,Retired,Primary School,25-34,Yaoundé,"Under 50,000 XAF",7,Never,41% - 60%,Yes,13753,122,Rice,4348,Yes,Moto-taxi,4,80,3+,Yes,28%,11278,12866,No,Yes,Yes,No,2766,0,Food,Yes,Yes,Fuel price hikes,2025
RESP_0093,Student,Primary School,45-54,Maroua,"500,001 - 1,000,000 XAF",1,Sometimes,Above 60%,Yes,387324,53,Cooking Oil,174394,Yes,Personal Car,13,20,3+,Yes,21%,158123,34585,Yes,No,Yes,No,13867,150000,Education,Yes,Yes,Government taxes,2024
RESP_0094,Retired,Primary School,25-34,Maroua,"100,001 - 250,000 XAF",1,Often,Under 20%,No,106150,139,Meat/Fish,31251,Yes,Personal Car,8,99,0,Yes,33%,59889,30606,No,No,Yes,No,23439,350000,Utilities (Water/Electricity),No,No,Fuel price hikes,2023
RESP_0095,Retired,PhD / Doctorate,18-24,Buea,"Above 1,000,000 XAF",6,Always,Under 20%,Yes,351707,21,Bread,87710,Yes,Personal Car,6,73,1,No,34%,257130,32858,Yes,Yes,No,Yes,44785,0,Housing/Rent,Unsure,No,Climate change / Poor harvests,2022
RESP_0096,Self-employed/Entrepreneur,Secondary School,55+,Garoua,"Above 1,000,000 XAF",6,Sometimes,41% - 60%,No,346474,107,Plantains/Cassava,172953,Yes,Shared Taxi,10,78,1,Yes,30%,228638,22312,No,No,No,No,37792,150000,Food,Yes,Yes,Global market crisis / Import costs,2021
RESP_0097,Self-employed/Entrepreneur,Bachelor's Degree,55+,Buea,"500,001 - 1,000,000 XAF",7,Sometimes,20% - 40%,Yes,235917,131,Bread,175918,Yes,Shared Taxi,13,19,3+,Yes,0%,0,9047,Yes,No,Yes,No,19183,350000,Healthcare,Yes,Yes,Climate change / Poor harvests,2021
RESP_0098,Employed full-time,High School / Baccalauréat,25-34,Bamenda,"Above 1,000,000 XAF",3,Never,41% - 60%,No,263468,26,Bread,85183,Yes,Bus / Coaster,4,83,0,Yes,38%,285879,10721,Yes,No,Yes,No,48712,0,Education,Yes,No,Fuel price hikes,2022
RESP_0099,Student,High School / Baccalauréat,35-44,Bamenda,"500,001 - 1,000,000 XAF",2,Rarely,Under 20%,Yes,279248,56,Onions/Tomato,114858,Yes,Shared Taxi,8,19,2,Yes,27%,204455,15388,No,No,Yes,No,32764,25000,Transportation,Yes,No,Global market crisis / Import costs,2020
RESP_0100,Employed full-time,Bachelor's Degree,25-34,Garoua,"Above 1,000,000 XAF",2,Rarely,Above 60%,Yes,252067,107,Bread,161360,Yes,Bus / Coaster,6,79,0,Yes,42%,315945,21787,Yes,Yes,No,Yes,12304,0,Housing/Rent,Yes,No,Climate change / Poor harvests,2022
RESP_0101,Employed full-time,Bachelor's Degree,18-24,Garoua,"Above 1,000,000 XAF",7,Never,41% - 60%,Yes,300868,86,Plantains/Cassava,161291,Yes,Moto-taxi,7,52,2,Yes,37%,282858,32658,No,Yes,No,No,5047,0,Education,No,Yes,Climate change / Poor harvests,2023
RESP_0102,Self-employed/Entrepreneur,Master's Degree,55+,Yaoundé,"100,001 - 250,000 XAF",3,Rarely,Under 20%,Yes,66293,52,Rice,34847,Yes,Shared Taxi,2,77,1,Yes,22%,40724,17767,Yes,Yes,Yes,No,14702,0,Education,Yes,No,Climate change / Poor harvests,2021
RESP_0103,Employed full-time,Bachelor's Degree,18-24,Bamenda,"500,001 - 1,000,000 XAF",7,Always,Above 60%,No,303683,22,Onions/Tomato,84180,Yes,Shared Taxi,14,23,3+,Yes,30%,229516,9312,Yes,Yes,Yes,No,46502,350000,Transportation,Yes,No,Fuel price hikes,2020
RESP_0104,Unemployed,Primary School,45-54,Bamenda,"Above 1,000,000 XAF",7,Often,20% - 40%,Yes,330193,30,Rice,163151,Yes,Personal Car,8,78,3+,Yes,37%,283664,19332,No,Yes,Yes,No,23278,600000,Housing/Rent,Yes,No,Fuel price hikes,2021
RESP_0105,Self-employed/Entrepreneur,Secondary School,35-44,Garoua,"Above 1,000,000 XAF",1,Rarely,Under 20%,Yes,387179,91,Onions/Tomato,157202,Yes,Bus / Coaster,13,57,3+,No,25%,188201,34854,No,Yes,No,No,28172,600000,Transportation,Unsure,No,Climate change / Poor harvests,2024
RESP_0106,Student,High School / Baccalauréat,18-24,Garoua,"250,001 - 500,000 XAF",1,Sometimes,20% - 40%,No,178525,126,Cooking Oil,73233,Yes,Personal Car,14,67,3+,Yes,30%,105282,33002,No,Yes,Yes,No,24648,350000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2021
RESP_0107,Self-employed/Entrepreneur,Secondary School,25-34,Kribi,"Under 50,000 XAF",8,Rarely,41% - 60%,Yes,21973,101,Meat/Fish,6256,Yes,Personal Car,10,73,1,Yes,23%,9257,24897,No,No,Yes,No,4500,25000,Transportation,Yes,Yes,Local currency depreciation,2020
RESP_0108,Employed part-time,Bachelor's Degree,35-44,Bafoussam,"250,001 - 500,000 XAF",5,Never,20% - 40%,Yes,134908,104,Plantains/Cassava,68785,Yes,Personal Car,10,92,2,No,33%,117014,25440,No,Yes,Yes,Yes,31257,50000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2023
RESP_0109,Self-employed/Entrepreneur,Bachelor's Degree,45-54,Kribi,"250,001 - 500,000 XAF",1,Always,20% - 40%,Yes,175422,58,Cooking Oil,70117,Yes,Bus / Coaster,7,89,1,Yes,39%,138771,16893,No,Yes,No,No,34587,25000,Housing/Rent,Yes,No,Climate change / Poor harvests,2022
RESP_0110,Self-employed/Entrepreneur,Master's Degree,45-54,Bamenda,"100,001 - 250,000 XAF",6,Often,41% - 60%,Yes,62023,48,Onions/Tomato,24523,Yes,Shared Taxi,3,52,3+,Yes,44%,79859,18665,Yes,No,Yes,Yes,9714,600000,Education,Yes,Yes,Government taxes,2022
RESP_0111,Student,PhD / Doctorate,55+,Yaoundé,"Above 1,000,000 XAF",3,Rarely,20% - 40%,Yes,244359,138,Cooking Oil,111814,Yes,Shared Taxi,2,61,1,Yes,28%,211893,25349,Yes,No,Yes,No,7632,350000,Utilities (Water/Electricity),Yes,No,Fuel price hikes,2021
RESP_0112,Self-employed/Entrepreneur,Primary School,45-54,Bamenda,"Above 1,000,000 XAF",3,Always,Under 20%,No,359441,44,Rice,178098,Yes,Moto-taxi,6,66,0,Yes,33%,250359,7282,Yes,Yes,Yes,No,39718,0,Transportation,Yes,No,Global market crisis / Import costs,2023
RESP_0113,Self-employed/Entrepreneur,Master's Degree,18-24,Maroua,"100,001 - 250,000 XAF",4,Often,Above 60%,Yes,64875,132,Rice,19948,No,Personal Car,6,75,2,Yes,37%,67885,9244,No,No,Yes,No,31644,600000,Healthcare,Yes,Yes,Global market crisis / Import costs,2025
RESP_0114,Unemployed,High School / Baccalauréat,55+,Douala,"Under 50,000 XAF",6,Sometimes,Under 20%,Yes,12588,137,Onions/Tomato,7633,Yes,Personal Car,8,72,0,Yes,27%,10844,19861,No,Yes,No,No,25523,350000,Food,Yes,No,Local currency depreciation,2024
RESP_0115,Employed part-time,Master's Degree,55+,Bafoussam,"250,001 - 500,000 XAF",5,Always,Above 60%,Yes,198717,26,Rice,52783,Yes,Moto-taxi,14,63,1,Yes,31%,109001,32304,No,No,Yes,Yes,25700,50000,Food,Yes,Yes,Local currency depreciation,2024
RESP_0116,Employed full-time,PhD / Doctorate,55+,Yaoundé,"500,001 - 1,000,000 XAF",3,Never,Above 60%,Yes,442299,39,Cooking Oil,156695,Yes,Bus / Coaster,13,93,1,Yes,0%,0,8107,Yes,No,No,Yes,7186,25000,Transportation,Yes,No,Global market crisis / Import costs,2021
RESP_0117,Unemployed,High School / Baccalauréat,35-44,Kribi,"500,001 - 1,000,000 XAF",2,Never,20% - 40%,Yes,276319,98,Plantains/Cassava,95709,Yes,Bus / Coaster,13,88,3+,Yes,29%,218173,10120,Yes,Yes,Yes,No,33332,150000,Healthcare,Yes,No,Local currency depreciation,2022
RESP_0118,Unemployed,High School / Baccalauréat,25-34,Garoua,"Above 1,000,000 XAF",4,Rarely,Above 60%,Yes,322060,78,Meat/Fish,104476,Yes,Moto-taxi,3,76,2,Yes,24%,185040,6330,No,No,Yes,Yes,34914,0,Housing/Rent,Yes,No,Climate change / Poor harvests,2022
RESP_0119,Retired,High School / Baccalauréat,25-34,Garoua,"500,001 - 1,000,000 XAF",3,Always,41% - 60%,Yes,277522,146,Rice,83581,Yes,Shared Taxi,6,57,2,Yes,24%,181315,14710,Yes,Yes,Yes,No,49705,50000,Food,Yes,Yes,Climate change / Poor harvests,2023
RESP_0120,Employed part-time,Master's Degree,55+,Bamenda,"100,001 - 250,000 XAF",4,Often,20% - 40%,Yes,67901,141,Rice,28940,No,Personal Car,10,18,1,Yes,30%,54020,17448,No,No,Yes,No,40215,600000,Food,Yes,Yes,Climate change / Poor harvests,2022
RESP_0121,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Yaoundé,"Under 50,000 XAF",1,Never,Under 20%,Yes,23819,34,Onions/Tomato,9542,Yes,Bus / Coaster,5,23,3+,Yes,34%,13657,7136,No,No,Yes,No,24167,150000,Education,Yes,Yes,Climate change / Poor harvests,2021
RESP_0122,Employed full-time,Primary School,25-34,Douala,"Above 1,000,000 XAF",8,Always,41% - 60%,Yes,332761,30,Rice,172562,Yes,Personal Car,11,18,0,Yes,0%,0,25907,No,No,Yes,No,41707,600000,Education,No,No,Local currency depreciation,2021
RESP_0123,Student,Secondary School,18-24,Yaoundé,"Above 1,000,000 XAF",2,Always,Above 60%,Yes,411815,52,Bread,167759,Yes,Bus / Coaster,8,19,0,Yes,0%,0,11058,Yes,Yes,No,No,42055,0,Housing/Rent,Yes,No,Global market crisis / Import costs,2020
RESP_0124,Student,High School / Baccalauréat,35-44,Bamenda,"Under 50,000 XAF",2,Never,41% - 60%,Yes,20247,143,Rice,4312,Yes,Bus / Coaster,6,43,0,Yes,35%,14132,9268,No,Yes,Yes,No,8467,600000,Food,Yes,No,Climate change / Poor harvests,2025
RESP_0125,Employed full-time,Secondary School,45-54,Douala,"Above 1,000,000 XAF",5,Rarely,Above 60%,Yes,334181,87,Rice,85243,Yes,Personal Car,13,53,2,Yes,29%,224469,26512,No,Yes,Yes,No,33372,25000,Transportation,Yes,No,Fuel price hikes,2025
RESP_0126,Employed part-time,Secondary School,55+,Garoua,"100,001 - 250,000 XAF",4,Often,Under 20%,Yes,72976,102,Cooking Oil,31840,Yes,Personal Car,11,56,2,Yes,38%,68569,7712,Yes,No,No,No,32169,0,Transportation,Yes,Yes,Local currency depreciation,2020
RESP_0127,Employed full-time,Bachelor's Degree,35-44,Yaoundé,"100,001 - 250,000 XAF",6,Sometimes,Under 20%,Yes,76457,101,Rice,23765,Yes,Personal Car,6,83,2,No,43%,78181,17174,Yes,Yes,Yes,No,12903,0,Utilities (Water/Electricity),Yes,Yes,Climate change / Poor harvests,2025
RESP_0128,Self-employed/Entrepreneur,Bachelor's Degree,35-44,Bamenda,"50,000 - 100,000 XAF",8,Sometimes,Above 60%,Yes,44942,52,Onions/Tomato,13265,Yes,Personal Car,3,15,3+,No,21%,15862,29794,Yes,No,No,No,26237,150000,Transportation,No,Yes,Fuel price hikes,2020
RESP_0129,Unemployed,High School / Baccalauréat,45-54,Bamenda,"Above 1,000,000 XAF",4,Sometimes,Above 60%,No,334440,116,Cooking Oil,140428,Yes,Shared Taxi,14,75,3+,Yes,28%,214751,9226,No,No,Yes,No,18952,25000,Housing/Rent,Yes,No,Local currency depreciation,2023
RESP_0130,Retired,Master's Degree,25-34,Kribi,"Above 1,000,000 XAF",8,Sometimes,41% - 60%,Yes,436813,105,Plantains/Cassava,174380,No,Bus / Coaster,7,17,3+,No,29%,224505,11107,No,No,Yes,No,46006,600000,Transportation,Unsure,No,Government taxes,2023
RESP_0131,Self-employed/Entrepreneur,Bachelor's Degree,18-24,Garoua,"100,001 - 250,000 XAF",7,Sometimes,Under 20%,No,98122,129,Bread,39757,Yes,Personal Car,8,92,2,Yes,24%,44962,13297,No,Yes,Yes,No,37776,0,Education,Yes,No,Local currency depreciation,2023
RESP_0132,Student,High School / Baccalauréat,18-24,Garoua,"Above 1,000,000 XAF",3,Sometimes,Above 60%,Yes,389025,81,Meat/Fish,92657,Yes,Moto-taxi,7,49,3+,Yes,34%,256990,11869,Yes,Yes,Yes,No,40991,25000,Transportation,Yes,Yes,Climate change / Poor harvests,2025
RESP_0133,Self-employed/Entrepreneur,High School / Baccalauréat,35-44,Yaoundé,"Above 1,000,000 XAF",2,Often,41% - 60%,Yes,364069,124,Bread,167502,Yes,Personal Car,14,18,3+,Yes,32%,244138,20392,Yes,Yes,Yes,Yes,27044,0,Transportation,No,Yes,Global market crisis / Import costs,2021
RESP_0134,Unemployed,Bachelor's Degree,35-44,Bafoussam,"Under 50,000 XAF",7,Rarely,Under 20%,Yes,12548,91,Cooking Oil,9445,Yes,Moto-taxi,5,78,1,Yes,44%,17799,24273,Yes,Yes,Yes,No,41055,350000,Healthcare,Yes,No,Global market crisis / Import costs,2025
RESP_0135,Retired,Bachelor's Degree,45-54,Bafoussam,"50,000 - 100,000 XAF",2,Never,Under 20%,Yes,26028,36,Cooking Oil,8483,Yes,Moto-taxi,5,64,3+,Yes,42%,32235,21774,No,Yes,Yes,Yes,34882,50000,Healthcare,Yes,No,Global market crisis / Import costs,2020
RESP_0136,Unemployed,Primary School,55+,Yaoundé,"100,001 - 250,000 XAF",2,Often,Above 60%,No,84572,80,Onions/Tomato,37919,Yes,Bus / Coaster,8,29,1,Yes,25%,45243,28993,Yes,Yes,Yes,No,29519,600000,Utilities (Water/Electricity),No,No,Fuel price hikes,2023
RESP_0137,Self-employed/Entrepreneur,Master's Degree,55+,Kribi,"250,001 - 500,000 XAF",5,Sometimes,Above 60%,No,115383,87,Plantains/Cassava,77342,Yes,Personal Car,3,44,0,Yes,39%,139994,17909,No,Yes,No,No,43040,600000,Food,Yes,No,Government taxes,2022
RESP_0138,Employed part-time,Bachelor's Degree,35-44,Kribi,"500,001 - 1,000,000 XAF",8,Never,Above 60%,No,292113,22,Plantains/Cassava,139603,Yes,Personal Car,5,78,1,Yes,26%,196473,27742,No,No,Yes,No,11020,50000,Transportation,No,Yes,Fuel price hikes,2021
RESP_0139,Retired,Bachelor's Degree,25-34,Maroua,"50,000 - 100,000 XAF",6,Always,20% - 40%,Yes,30659,79,Onions/Tomato,8990,No,Personal Car,6,96,2,Yes,33%,25326,8069,No,No,Yes,No,36896,150000,Healthcare,Yes,No,Global market crisis / Import costs,2023
RESP_0140,Student,Secondary School,45-54,Douala,"500,001 - 1,000,000 XAF",3,Always,20% - 40%,Yes,400614,89,Onions/Tomato,78966,Yes,Bus / Coaster,8,32,2,Yes,24%,186990,14747,No,No,Yes,No,46594,25000,Healthcare,Unsure,Yes,Global market crisis / Import costs,2023
RESP_0141,Retired,Master's Degree,18-24,Douala,"Under 50,000 XAF",8,Rarely,41% - 60%,Yes,23002,132,Onions/Tomato,5396,Yes,Bus / Coaster,6,69,1,Yes,41%,16640,18343,No,Yes,No,No,38585,50000,Transportation,Yes,No,Fuel price hikes,2025
RESP_0142,Student,PhD / Doctorate,55+,Maroua,"Under 50,000 XAF",6,Never,Above 60%,Yes,18584,116,Bread,9941,Yes,Shared Taxi,13,20,0,Yes,40%,16068,32664,Yes,No,Yes,No,23518,0,Education,Yes,No,Climate change / Poor harvests,2022
RESP_0143,Employed full-time,Primary School,55+,Douala,"Above 1,000,000 XAF",8,Sometimes,Under 20%,Yes,332677,135,Plantains/Cassava,183843,Yes,Moto-taxi,2,85,2,No,0%,0,25658,Yes,Yes,Yes,No,29058,25000,Food,Yes,Yes,Local currency depreciation,2020
RESP_0144,Retired,High School / Baccalauréat,18-24,Douala,"250,001 - 500,000 XAF",2,Often,Above 60%,Yes,174913,77,Plantains/Cassava,42876,Yes,Moto-taxi,5,55,2,Yes,35%,122974,24206,No,Yes,Yes,No,6347,25000,Utilities (Water/Electricity),Unsure,Yes,Local currency depreciation,2022
RESP_0145,Unemployed,Master's Degree,45-54,Buea,"100,001 - 250,000 XAF",4,Never,Above 60%,Yes,97638,115,Onions/Tomato,27920,Yes,Bus / Coaster,7,16,3+,No,39%,71373,12939,No,No,Yes,No,8188,25000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2024
RESP_0146,Unemployed,High School / Baccalauréat,25-34,Kribi,"250,001 - 500,000 XAF",1,Often,41% - 60%,No,167025,62,Rice,85087,Yes,Shared Taxi,3,60,1,Yes,44%,157002,15640,Yes,No,Yes,No,43231,0,Education,Yes,No,Climate change / Poor harvests,2020
RESP_0147,Unemployed,Bachelor's Degree,25-34,Maroua,"250,001 - 500,000 XAF",7,Often,Above 60%,Yes,195811,149,Meat/Fish,46341,Yes,Bus / Coaster,3,48,3+,No,44%,157032,23436,No,Yes,Yes,No,3880,0,Housing/Rent,Unsure,Yes,Local currency depreciation,2020
RESP_0148,Unemployed,Primary School,25-34,Yaoundé,"Above 1,000,000 XAF",2,Often,Under 20%,Yes,416271,145,Meat/Fish,185443,Yes,Shared Taxi,14,89,1,Yes,24%,182861,17160,Yes,Yes,No,Yes,41641,0,Housing/Rent,Yes,Yes,Local currency depreciation,2025
RESP_0149,Student,Bachelor's Degree,18-24,Kribi,"Above 1,000,000 XAF",6,Often,20% - 40%,Yes,389931,48,Rice,139122,Yes,Personal Car,3,35,3+,Yes,0%,0,27537,No,No,Yes,No,49970,0,Housing/Rent,Yes,Yes,Government taxes,2020
RESP_0150,Unemployed,Bachelor's Degree,25-34,Kribi,"50,000 - 100,000 XAF",7,Always,20% - 40%,Yes,27907,139,Onions/Tomato,18426,Yes,Shared Taxi,7,76,3+,Yes,35%,26952,14502,No,No,No,No,9227,350000,Food,Yes,No,Local currency depreciation,2022
RESP_0151,Retired,Primary School,18-24,Kribi,"Under 50,000 XAF",7,Never,Under 20%,Yes,22930,112,Cooking Oil,6655,Yes,Moto-taxi,11,65,1,Yes,0%,0,14370,No,Yes,Yes,No,28747,0,Transportation,Yes,Yes,Government taxes,2020
RESP_0152,Self-employed/Entrepreneur,High School / Baccalauréat,25-34,Bafoussam,"500,001 - 1,000,000 XAF",1,Always,Above 60%,Yes,421915,61,Rice,117892,Yes,Personal Car,11,20,2,Yes,26%,201525,11868,Yes,No,Yes,No,48658,150000,Education,Unsure,Yes,Global market crisis / Import costs,2025
RESP_0153,Unemployed,Secondary School,55+,Douala,"Above 1,000,000 XAF",5,Rarely,Under 20%,Yes,285481,106,Plantains/Cassava,177142,Yes,Moto-taxi,14,18,1,Yes,26%,200922,18695,No,No,Yes,No,28897,0,Education,Yes,No,Local currency depreciation,2023
RESP_0154,Retired,High School / Baccalauréat,25-34,Yaoundé,"500,001 - 1,000,000 XAF",3,Sometimes,20% - 40%,No,355112,31,Bread,184480,Yes,Shared Taxi,2,72,0,Yes,21%,157786,12156,Yes,No,No,Yes,35120,600000,Food,Unsure,No,Climate change / Poor harvests,2020
RESP_0155,Unemployed,Master's Degree,55+,Bamenda,"250,001 - 500,000 XAF",7,Often,Above 60%,Yes,118814,53,Bread,37820,Yes,Bus / Coaster,6,93,0,Yes,24%,85017,33262,No,No,Yes,No,43514,600000,Housing/Rent,Yes,Yes,Climate change / Poor harvests,2021
RESP_0156,Retired,PhD / Doctorate,18-24,Bamenda,"Under 50,000 XAF",2,Often,20% - 40%,Yes,21518,137,Onions/Tomato,4739,Yes,Moto-taxi,8,47,0,Yes,22%,9131,12893,Yes,No,Yes,No,9556,25000,Transportation,No,Yes,Climate change / Poor harvests,2020
RESP_0157,Employed part-time,Master's Degree,18-24,Maroua,"100,001 - 250,000 XAF",7,Always,20% - 40%,No,55797,130,Meat/Fish,41354,Yes,Personal Car,6,47,0,Yes,20%,37057,32203,Yes,No,Yes,No,45225,0,Transportation,Yes,No,Government taxes,2021
RESP_0158,Student,High School / Baccalauréat,18-24,Garoua,"50,000 - 100,000 XAF",5,Sometimes,41% - 60%,Yes,33685,98,Bread,13278,Yes,Personal Car,2,46,0,Yes,35%,26364,22808,No,Yes,Yes,No,44658,600000,Education,Yes,No,Climate change / Poor harvests,2023
RESP_0159,Self-employed/Entrepreneur,Bachelor's Degree,25-34,Yaoundé,"250,001 - 500,000 XAF",8,Always,20% - 40%,Yes,167894,86,Plantains/Cassava,41697,Yes,Personal Car,8,37,3+,Yes,21%,74930,18399,No,No,No,No,21521,350000,Housing/Rent,Unsure,Yes,Fuel price hikes,2025
RESP_0160,Self-employed/Entrepreneur,Primary School,25-34,Garoua,"250,001 - 500,000 XAF",5,Always,Under 20%,Yes,147734,85,Plantains/Cassava,45467,Yes,Shared Taxi,10,62,1,Yes,35%,124190,28364,Yes,Yes,Yes,No,21068,600000,Housing/Rent,Yes,No,Government taxes,2025
RESP_0161,Self-employed/Entrepreneur,High School / Baccalauréat,55+,Bafoussam,"100,001 - 250,000 XAF",2,Often,Under 20%,No,65421,100,Meat/Fish,39766,Yes,Moto-taxi,9,87,0,Yes,0%,0,14799,No,No,Yes,No,30926,50000,Utilities (Water/Electricity),Yes,No,Climate change / Poor harvests,2024
RESP_0162,Retired,Primary School,18-24,Maroua,"Above 1,000,000 XAF",5,Never,20% - 40%,Yes,299453,101,Plantains/Cassava,81512,No,Shared Taxi,14,64,0,Yes,34%,258730,6053,No,No,Yes,No,2225,600000,Utilities (Water/Electricity),Yes,Yes,Local currency depreciation,2021
RESP_0163,Employed full-time,Primary School,18-24,Bafoussam,"50,000 - 100,000 XAF",4,Never,41% - 60%,No,43475,102,Cooking Oil,8344,Yes,Moto-taxi,10,82,2,No,35%,26809,23045,Yes,No,Yes,No,13852,25000,Food,Yes,No,Local currency depreciation,2020
RESP_0164,Unemployed,Master's Degree,18-24,Bafoussam,"Above 1,000,000 XAF",8,Often,Above 60%,Yes,369235,101,Plantains/Cassava,118132,Yes,Personal Car,8,45,1,Yes,30%,229772,5195,Yes,No,Yes,Yes,16608,0,Transportation,No,Yes,Fuel price hikes,2024
RESP_0165,Student,Primary School,55+,Garoua,"Above 1,000,000 XAF",4,Always,Under 20%,Yes,329819,115,Onions/Tomato,123090,Yes,Moto-taxi,4,61,2,No,33%,248515,29109,No,Yes,Yes,No,9798,150000,Utilities (Water/Electricity),Yes,No,Global market crisis / Import costs,2022
RESP_0166,Unemployed,Secondary School,55+,Maroua,"Above 1,000,000 XAF",4,Sometimes,Under 20%,No,281555,141,Meat/Fish,173653,Yes,Personal Car,8,76,1,Yes,43%,326249,34509,No,No,Yes,No,27228,150000,Food,Yes,Yes,Local currency depreciation,2022
RESP_0167,Retired,Primary School,25-34,Douala,"250,001 - 500,000 XAF",7,Never,Under 20%,Yes,205475,29,Cooking Oil,77828,No,Shared Taxi,7,37,0,Yes,0%,0,10927,Yes,Yes,Yes,No,43649,50000,Utilities (Water/Electricity),Yes,Yes,Fuel price hikes,2020
RESP_0168,Employed full-time,Primary School,45-54,Buea,"Above 1,000,000 XAF",3,Never,41% - 60%,No,383074,105,Meat/Fish,109925,Yes,Bus / Coaster,10,44,3+,Yes,44%,333184,32158,No,No,Yes,No,9699,350000,Housing/Rent,Yes,No,Government taxes,2025
RESP_0169,Retired,High School / Baccalauréat,18-24,Buea,"Under 50,000 XAF",2,Often,Under 20%,No,21492,42,Rice,8521,Yes,Personal Car,3,100,2,No,40%,16064,10410,Yes,No,Yes,Yes,8522,0,Education,Yes,Yes,Global market crisis / Import costs,2020
RESP_0170,Employed full-time,High School / Baccalauréat,35-44,Bafoussam,"500,001 - 1,000,000 XAF",7,Sometimes,Under 20%,Yes,393235,50,Cooking Oil,110927,Yes,Bus / Coaster,2,30,3+,Yes,26%,199883,12799,No,Yes,Yes,No,2358,25000,Food,Yes,No,Fuel price hikes,2020
RESP_0171,Student,Bachelor's Degree,55+,Garoua,"250,001 - 500,000 XAF",2,Sometimes,20% - 40%,No,194159,90,Plantains/Cassava,65892,Yes,Shared Taxi,6,31,3+,Yes,0%,0,9452,No,Yes,No,No,46951,50000,Healthcare,Yes,Yes,Climate change / Poor harvests,2025
RESP_0172,Employed part-time,Primary School,55+,Maroua,"250,001 - 500,000 XAF",7,Sometimes,Under 20%,No,108660,104,Rice,37075,Yes,Bus / Coaster,6,37,1,Yes,38%,136475,20134,No,No,Yes,No,36499,150000,Housing/Rent,Yes,No,Government taxes,2023
RESP_0173,Student,PhD / Doctorate,18-24,Garoua,"500,001 - 1,000,000 XAF",7,Always,Above 60%,Yes,279009,123,Plantains/Cassava,161479,Yes,Personal Car,4,44,2,Yes,0%,0,23849,Yes,No,Yes,No,11522,0,Healthcare,Yes,Yes,Climate change / Poor harvests,2023
RESP_0174,Self-employed/Entrepreneur,High School / Baccalauréat,45-54,Kribi,"Above 1,000,000 XAF",6,Always,Under 20%,Yes,235091,93,Meat/Fish,137888,Yes,Bus / Coaster,4,97,2,Yes,33%,250220,7877,No,No,Yes,No,45053,350000,Utilities (Water/Electricity),Yes,No,Government taxes,2023
